"ID","Player","Team","Position","RkOv","Status","Age","Salary","Contract","FPts","FP/G","%D","ADP","Ros","+/-"
"*01djt*","Ilkka Heikkinen","(N/A)","D","3446","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*06bep*","Andre Heim","(N/A)","F","3448","FA","27","100","Rachat","0","0","0","-","0%","0%"
"*031qu*","Blake Heinrich","(N/A)","D","3451","FA","30","100","Rachat","0","0","0","-","0%","0%"
"*04l7i*","Tyson Helgesen","CGY","D","3459","FA","28","100","Rachat","0","0","0","-","0%","0%"
"*060z0*","Christian Heljanko","(N/A)","G","3461","FA","28","100","Rachat","0","0","0","-","0%","0%"
"*004my*","Alexander Hellstrom","(N/A)","D","3466","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*004rv*","Dwight Helminen","(N/A)","F","3467","FA","42","100","Rachat","0","0","0","-","0%","0%"
"*0637t*","Linus Hemstrom","(N/A)","F","3472","FA","21","100","Rachat","0","0","0","-","0%","0%"
"*05x72*","Louka Henault","TBL","D","3473","FA","24","100","Rachat","0","0","0","-","0%","0%"
"*04am8*","Mathieu Henderson","(N/A)","D","3474","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*003kd*","Jordan Hendry","(N/A)","D","3478","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*01zsh*","Cedrick Henley","(N/A)","F","3479","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*0496g*","David Henley","TBL","D","3480","FA","28","100","Rachat","0","0","0","-","0%","0%"
"*038mv*","Samuel Henley","(N/A)","F","3481","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*06c74*","Joseph Henneberry","(N/A)","F","3483","FA","21","100","Rachat","0","0","0","-","0%","0%"
"*0041r*","Josh Hennessy","(N/A)","F","3484","FA","40","100","Rachat","0","0","0","-","0%","0%"
"*00430*","Adam Henrich","(N/A)","F","3486","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*03caw*","Alexander Henriksson","(N/A)","F","3490","FA","30","100","Rachat","0","0","0","-","0%","0%"
"*003rp*","Jordan Henry","(N/A)","D","3492","FA","39","100","Rachat","0","0","0","-","0%","0%"
"*003lh*","T.J. Hensick","DET","F","3495","FA","40","100","Rachat","0","0","0","-","0%","0%"
"*01ztl*","Caleb Herbert","(N/A)","F","3499","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*03mlt*","Liam Herbst","(N/A)","G","3500","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*04lq5*","Christoffer Hernberg","(N/A)","G","3502","FA","30","100","Rachat","0","0","0","-","0%","0%"
"*048zi*","Sam Herr","(N/A)","F","3503","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*03oyu*","Michael Herringer","(N/A)","G","3504","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*004op*","Patrik Hersley","(N/A)","D","3506","FA","39","100","Rachat","0","0","0","-","0%","0%"
"*004b3*","Shaun Heshka","(N/A)","D","3508","FA","40","100","Rachat","0","0","0","-","0%","0%"
"*02t4q*","Zoltan Hetenyi","(N/A)","G","3509","FA","37","100","Rachat","0","0","0","-","0%","0%"
"*049nk*","Matt Hewitt","(N/A)","G","3510","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*026sz*","Brett Hextall","PHI","F","3511","FA","37","100","Rachat","0","0","0","-","0%","0%"
"*03c9g*","Justin Hickman","(N/A)","F","3516","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*04dut*","Juuso Hietanen","(N/A)","D","3519","FA","40","100","Rachat","0","0","0","-","0%","0%"
"*03d0j*","Brock Higgs","(N/A)","F","3522","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*04338*","Christian Hilbrich","PIT","F","3524","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*02ycd*","Jake Hildebrand","(N/A)","G","3525","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*06y1z*","Max Hildebrand","(N/A)","G","3526","FA","21","100","Rachat","0","0","0","-","0%","0%"
"*032dd*","Tyler Hill","(N/A)","F","3528","FA","30","100","Rachat","0","0","0","-","0%","0%"
"*06pot*","Chad Hillebrand","COL","F","3529","FA","26","100","Rachat","0","0","0","-","0%","0%"
"*00579*","Jack Hillen","(N/A)","D","3530","FA","39","100","Rachat","0","0","0","-","0%","0%"
"*05og7*","Mark Hillier","(N/A)","F","3531","FA","23","100","Rachat","0","0","0","-","0%","0%"
"*0057k*","Ryan Hillier","(N/A)","F","3532","FA","37","100","Rachat","0","0","0","-","0%","0%"
"*06oxv*","Charles Hilton","(N/A)","F","3536","FA","19","100","Rachat","0","0","0","-","0%","0%"
"*01m18*","Eric Himelfarb","(N/A)","F","3537","FA","42","100","Rachat","0","0","0","-","0%","0%"
"*065im*","Yushiro Hirano","VAN","F","3539","FA","30","100","Rachat","0","0","0","-","0%","0%"
"*03knp*","Alden Hirschfeld","(N/A)","F","3542","FA","37","100","Rachat","0","0","0","-","0%","0%"
"*01zjs*","Rob Hisey","(N/A)","F","3544","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*01zqn*","Joey Hishon","(N/A)","F","3545","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*031vb*","Brady Hjelle","(N/A)","G","3549","FA","35","100","Rachat","0","0","0","-","0%","0%"
"*024da*","Michal Hlinka","(N/A)","F","3553","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*038kd*","Danny Hobbs","(N/A)","F","3556","FA","36","100","Rachat","0","0","0","-","0%","0%"
"*003kf*","Adam Hobson","(N/A)","F","3557","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*05xz0*","Bogdans Hodass","(N/A)","D","3559","FA","22","100","Rachat","0","0","0","-","0%","0%"
"*02nq9*","Steven Hodges","(N/A)","F","3560","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*060z7*","Thomas Hodges","(N/A)","G","3561","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*03el7*","Justin Hodgman","(N/A)","F","3562","FA","37","100","Rachat","0","0","0","-","0%","0%"
"*01n7p*","Mike Hoeffel","(N/A)","F","3567","FA","36","100","Rachat","0","0","0","-","0%","0%"
"*01zqg*","Mirko Hoefflin","(N/A)","F","3568","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*03y53*","Ludvig Hoff","(N/A)","F","3571","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*02yce*","Brody Hoffman","(N/A)","G","3572","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*025gr*","Bryan Hogan","(N/A)","G","3575","FA","37","100","Rachat","0","0","0","-","0%","0%"
"*04q8d*","Marcus Hogstrom","(N/A)","D","3579","FA","36","100","Rachat","0","0","0","-","0%","0%"
"*03wl8*","Cason Hohmann","(N/A)","F","3580","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*060wk*","Otto Hokkanen","(N/A)","F","3581","FA","21","100","Rachat","0","0","0","-","0%","0%"
"*05ykr*","Adrian Holesinsky","(N/A)","F","3583","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*01zv0*","Patrick Holland","(N/A)","F","3586","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*02o76*","Rhett Holland","UTA","D","3588","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*030uq*","Denis Hollenstein","(N/A)","F","3589","FA","36","100","Rachat","0","0","0","-","0%","0%"
"*05oxj*","Luca Hollenstein","(N/A)","G","3590","FA","25","100","Rachat","0","0","0","-","0%","0%"
"*005aw*","Bud Holloway","(N/A)","F","3592","FA","37","100","Rachat","0","0","0","-","0%","0%"
"*0040h*","Ryan Hollweg","(N/A)","F","3594","FA","42","100","Rachat","0","0","0","-","0%","0%"
"*03a2l*","Mitch Holmberg","EDM","F","3597","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*04wwk*","Hunter Holmes","(N/A)","F","3598","FA","25","100","Rachat","0","0","0","-","0%","0%"
"*03eeg*","Axel Holmstrom","(N/A)","F","3602","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*01svo*","Ben Holmstrom","(N/A)","F","3603","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*01uo7*","Jonas Holos","(N/A)","D","3604","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*06tys*","Filip Holst Persson","(N/A)","F","3605","FA","19","100","Rachat","0","0","0","-","0%","0%"
"*05uxc*","Braden Holt","(N/A)","G","3606","FA","22","100","Rachat","0","0","0","-","0%","0%"
"*06rmu*","Brandon Holt","(N/A)","D","3607","FA","24","100","Rachat","0","0","0","-","0%","0%"
"*003nu*","Marius Holtet","(N/A)","F","3610","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*03ycs*","Adam Holwell","(N/A)","D","3612","FA","28","100","Rachat","0","0","0","-","0%","0%"
"*003en*","Riley Holzapfel","(N/A)","F","3613","FA","37","100","Rachat","0","0","0","-","0%","0%"
"*05a7c*","Gibson Homer","(N/A)","G","3615","FA","22","100","Rachat","0","0","0","-","0%","0%"
"*06c6y*","James Hong","(N/A)","F","3616","FA","21","100","Rachat","0","0","0","-","0%","0%"
"*02dyv*","David Honzik","(N/A)","G","3619","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*03wlg*","Brandon Hope","(N/A)","G","3621","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*061i4*","Ryan Hopkins","(N/A)","D","3622","FA","21","100","Rachat","0","0","0","-","0%","0%"
"*03g47*","Waltteri Hopponen","(N/A)","F","3624","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*048vy*","Frank Hora","(N/A)","D","3625","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*0241l*","Roman Horak","(N/A)","F","3626","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*06hwd*","Michael Horth","(N/A)","F","3629","FA","22","100","Rachat","0","0","0","-","0%","0%"
"*04xc4*","Jake Horton","FLA","F","3630","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*038od*","Ryan Horvat","(N/A)","F","3631","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*01mo1*","Tyler Hostetter","(N/A)","D","3633","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*031pg*","Jackson Houck","(N/A)","F","3634","FA","30","100","Rachat","0","0","0","-","0%","0%"
"*0264t*","Tanner House","(N/A)","F","3637","FA","39","100","Rachat","0","0","0","-","0%","0%"
"*01nnz*","Niko Hovinen","(N/A)","G","3639","FA","37","100","Rachat","0","0","0","-","0%","0%"
"*04z9m*","Keeghan Howdeshell","(N/A)","F","3643","FA","27","100","Rachat","0","0","0","-","0%","0%"
"*05y9w*","Joseph Howe","(N/A)","G","3644","FA","24","100","Rachat","0","0","0","-","0%","0%"
"*06pos*","Travis Howe","(N/A)","F","3646","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*06pu8*","Marek Howell","COL","D","3647","FA","19","100","Rachat","0","0","0","-","0%","0%"
"*01o8y*","Ryan Howse","(N/A)","F","3648","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*005j2*","Josef Hrabal","(N/A)","D","3649","FA","40","100","Rachat","0","0","0","-","0%","0%"
"*037ad*","Raman Hrabarenka","(N/A)","D","3651","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*04r66*","Krystof Hrabik","(N/A)","F","3652","FA","26","100","Rachat","0","0","0","-","0%","0%"
"*04fpr*","Patrik Hrehorcak","(N/A)","F","3656","FA","26","100","Rachat","0","0","0","-","0%","0%"
"*05yk1*","Simon Hrubec","(N/A)","G","3660","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*03xh0*","Mario Huber","(N/A)","F","3664","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*062o3*","Niklas Hubner","(N/A)","D","3665","FA","21","100","Rachat","0","0","0","-","0%","0%"
"*065au*","Mikael Huchette","(N/A)","F","3666","FA","22","100","Rachat","0","0","0","-","0%","0%"
"*027bq*","Alex Hudson","(N/A)","F","3672","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*06c94*","Ewan Huet","(N/A)","G","3674","FA","20","100","Rachat","0","0","0","-","0%","0%"
"*03ai9*","Cole Huggins","(N/A)","G","3676","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*05ncu*","Jere Huhtamaa","(N/A)","G","3686","FA","25","100","Rachat","0","0","0","-","0%","0%"
"*03kif*","Derek Hulak","(N/A)","F","3688","FA","36","100","Rachat","0","0","0","-","0%","0%"
"*04anq*","Mitch Hults","(N/A)","F","3689","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*03npg*","Linus Hultstrom","(N/A)","D","3690","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*06425*","Ryan Humphrey","(N/A)","F","3691","FA","22","100","Rachat","0","0","0","-","0%","0%"
"*03ksk*","Spencer Humphries","(N/A)","D","3693","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*004nv*","Jamie Hunt","(N/A)","D","3696","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*02j0n*","Shawn Hunwick","(N/A)","G","3700","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*065d5*","Samuel Huo","CBJ","F","3701","FA","24","100","Rachat","0","0","0","-","0%","0%"
"*01n7y*","Alex Hutchings","(N/A)","F","3708","FA","35","100","Rachat","0","0","0","-","0%","0%"
"*05no2*","Fabio Iacobo","(N/A)","G","3721","FA","24","100","Rachat","0","0","0","-","0%","0%"
"*03d0r*","Max Iafrate","(N/A)","D","3723","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*0046f*","Mike Iggulden","(N/A)","F","3726","FA","43","100","Rachat","0","0","0","-","0%","0%"
"*0243q*","Brian Ihnacak","(N/A)","F","3731","FA","40","100","Rachat","0","0","0","-","0%","0%"
"*01zs6*","Jonathan Iilahti","VAN","G","3733","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*031sa*","Henri Ikonen","(N/A)","F","3734","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*067za*","Joona Ikonen","(N/A)","F","3736","FA","27","100","Rachat","0","0","0","-","0%","0%"
"*0320q*","Juuso Ikonen","(N/A)","F","3737","FA","30","100","Rachat","0","0","0","-","0%","0%"
"*02z2z*","Andy Iles","(N/A)","G","3738","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*01bw4*","Jarkko Immonen","(N/A)","F","3741","FA","43","100","Rachat","0","0","0","-","0%","0%"
"*03e1q*","Miks Indrasis","(N/A)","F","3744","FA","35","100","Rachat","0","0","0","-","0%","0%"
"*003uc*","Danny Irmen","(N/A)","F","3749","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*03edk*","Aaron Irving","VAN","D","3750","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*003hx*","Leland Irving","(N/A)","G","3751","FA","37","100","Rachat","0","0","0","-","0%","0%"
"*01t5r*","Brayden Irwin","TOR","F","3752","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*03d04*","Mathias Israelsson","(N/A)","G","3760","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*04r7f*","Michal Ivan","(N/A)","D","3761","FA","26","100","Rachat","0","0","0","-","0%","0%"
"*03bqj*","Yevgeni Ivannikov","(N/A)","G","3763","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*0598z*","Artyom Ivanyuzhenkov","SJS","F","3768","FA","27","100","Rachat","0","0","0","-","0%","0%"
"*038hw*","Dallas Jackson","(N/A)","D","3771","FA","36","100","Rachat","0","0","0","-","0%","0%"
"*031v1*","Jacob Jackson","SJS","F","3772","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*00qkv*","Scott Jackson","(N/A)","D","3775","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*02g22*","Colin Jacobs","(N/A)","F","3777","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*04fwd*","Jack Jacome","(N/A)","F","3781","FA","27","100","Rachat","0","0","0","-","0%","0%"
"*003qf*","Jean-Francois Jacques","(N/A)","F","3782","FA","40","100","Rachat","0","0","0","-","0%","0%"
"*059ea*","Tanner Jago","(N/A)","D","3783","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*04dlo*","Tanner Jaillet","(N/A)","G","3784","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*04xdr*","Carl Jakobsson","(N/A)","F","3785","FA","25","100","Rachat","0","0","0","-","0%","0%"
"*05yju*","Janis Jaks","(N/A)","D","3786","FA","30","100","Rachat","0","0","0","-","0%","0%"
"*0045e*","Connor James","(N/A)","F","3787","FA","43","100","Rachat","0","0","0","-","0%","0%"
"*03wm0*","Maxwell James","UTA","F","3789","FA","28","100","Rachat","0","0","0","-","0%","0%"
"*03woo*","Aiden Jamieson","(N/A)","D","3790","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*00qld*","Andreas Jamtin","NYR","F","3793","FA","42","100","Rachat","0","0","0","-","0%","0%"
"*03rxo*","David Jankowski","(N/A)","F","3796","FA","28","100","Rachat","0","0","0","-","0%","0%"
"*01zri*","Adam Janosik","TBL","D","3797","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*003xt*","Cam Janssen","(N/A)","F","3798","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*06ux3*","Elias Jansson","(N/A)","F","3799","FA","20","100","Rachat","0","0","0","-","0%","0%"
"*02g2c*","Sam Jardine","TOR","D","3802","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*03ajr*","Juha Jarvenpaa","(N/A)","G","3804","FA","36","100","Rachat","0","0","0","-","0%","0%"
"*02jz6*","Joonas Jarvinen","(N/A)","D","3807","FA","36","100","Rachat","0","0","0","-","0%","0%"
"*02noc*","Kyle Jean","(N/A)","F","3811","FA","35","100","Rachat","0","0","0","-","0%","0%"
"*0045f*","Dustin Jeffrey","(N/A)","F","3815","FA","37","100","Rachat","0","0","0","-","0%","0%"
"*03nq5*","Ziga Jeglic","(N/A)","F","3816","FA","37","100","Rachat","0","0","0","-","0%","0%"
"*05yjw*","Nikolajs Jelisejevs","(N/A)","F","3817","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*05rgg*","Nick Jenny","(N/A)","D","3824","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*04riq*","Jack Jensen","(N/A)","F","3825","FA","25","100","Rachat","0","0","0","-","0%","0%"
"*004j4*","Joe Jensen","(N/A)","F","3826","FA","42","100","Rachat","0","0","0","-","0%","0%"
"*02b3n*","Niklas Jensen","(N/A)","F","3827","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*051xa*","Taro Jentzsch","(N/A)","F","3828","FA","25","100","Rachat","0","0","0","-","0%","0%"
"*03d02*","Nikita Jevpalovs","MTL","F","3831","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*05ykj*","Oliver Joakim Larsen","(N/A)","D","3834","FA","27","100","Rachat","0","0","0","-","0%","0%"
"*023w8*","Colton Jobke","(N/A)","D","3835","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*04fwa*","Mason Jobst","BUF","F","3836","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*0055s*","Jesse Joensuu","(N/A)","F","3837","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*04ziy*","Emil Johansson","(N/A)","F","3844","FA","26","100","Rachat","0","0","0","-","0%","0%"
"*003qg*","Fredrik Johansson","(N/A)","F","3846","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*004tk*","Jonas Johansson","(N/A)","F","3847","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*0248w*","Jonathan Johansson","(N/A)","F","3848","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*040zt*","Lars Johansson","(N/A)","G","3849","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*01dlo*","Mikael Johansson","(N/A)","F","3851","FA","40","100","Rachat","0","0","0","-","0%","0%"
"*06cf8*","Valdemar Johansson","(N/A)","F","3855","FA","22","100","Rachat","0","0","0","-","0%","0%"
"*003ze*","Aaron Johnson","(N/A)","D","3858","FA","42","100","Rachat","0","0","0","-","0%","0%"
"*02nqe*","Ben Johnson","(N/A)","F","3860","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*01gav*","Jamie Johnson","WSH","F","3866","FA","43","100","Rachat","0","0","0","-","0%","0%"
"*04zgw*","Max Johnson","(N/A)","F","3869","FA","27","100","Rachat","0","0","0","-","0%","0%"
"*00570*","Nick Johnson","(N/A)","F","3870","FA","40","100","Rachat","0","0","0","-","0%","0%"
"*061ky*","Theodor Johnsson","(N/A)","D","3876","FA","22","100","Rachat","0","0","0","-","0%","0%"
"*02jxg*","Andrew Johnston","(N/A)","F","3877","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*03rya*","Ryan Johnston","TOR","D","3878","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*01n7f*","Stephen Johnston","DET","F","3879","FA","35","100","Rachat","0","0","0","-","0%","0%"
"*01n82*","Justin Jokinen","BUF","F","3882","FA","36","100","Rachat","0","0","0","-","0%","0%"
"*03k82*","Michael Joly","COL","F","3886","FA","30","100","Rachat","0","0","0","-","0%","0%"
"*0048n*","Blair Jones","(N/A)","F","3888","FA","39","100","Rachat","0","0","0","-","0%","0%"
"*03aov*","Connor Jones","(N/A)","F","3889","FA","35","100","Rachat","0","0","0","-","0%","0%"
"*05o4j*","Creed Jones","(N/A)","G","3890","FA","25","100","Rachat","0","0","0","-","0%","0%"
"*06uvk*","Graham Jones","(N/A)","F","3892","FA","18","100","Rachat","0","0","0","-","0%","0%"
"*01zrs*","Kellen Jones","(N/A)","F","3894","FA","35","100","Rachat","0","0","0","-","0%","0%"
"*015qs*","Kyle Jones","SJS","G","3895","FA","42","100","Rachat","0","0","0","-","0%","0%"
"*00446*","Matt Jones","(N/A)","D","3897","FA","42","100","Rachat","0","0","0","-","0%","0%"
"*0056u*","Matt Jones","(N/A)","F","3898","FA","39","100","Rachat","0","0","0","-","0%","0%"
"*03iy3*","Nick Jones","SJS","D","3899","FA","35","100","Rachat","0","0","0","-","0%","0%"
"*0057b*","Ryan Jones","(N/A)","F","3902","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*00433*","Lars Jonsson","(N/A)","D","3906","FA","43","100","Rachat","0","0","0","-","0%","0%"
"*01ti6*","Michal Jordan","(N/A)","D","3911","FA","35","100","Rachat","0","0","0","-","0%","0%"
"*05xcs*","Zac Jordan","CBJ","F","3912","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*0046g*","Derek Joslin","(N/A)","D","3919","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*004cd*","Andrew Joudrey","CBJ","F","3921","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*062z2*","Michael Joyaux","(N/A)","D","3922","FA","28","100","Rachat","0","0","0","-","0%","0%"
"*049fq*","Grant Jozefek","(N/A)","F","3923","FA","28","100","Rachat","0","0","0","-","0%","0%"
"*01o7r*","Torrie Jung","(N/A)","G","3929","FA","36","100","Rachat","0","0","0","-","0%","0%"
"*004mq*","Jonas Junland","(N/A)","D","3930","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*04mer*","Julius Junttila","(N/A)","F","3932","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*004ce*","Milan Jurcina","(N/A)","D","3934","FA","42","100","Rachat","0","0","0","-","0%","0%"
"*03to5*","Matt Jurusik","(N/A)","G","3937","FA","28","100","Rachat","0","0","0","-","0%","0%"
"*03rrl*","Jon Jutzi","TOR","D","3938","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*04ccu*","Karolus Kaarlehto","(N/A)","G","3941","FA","28","100","Rachat","0","0","0","-","0%","0%"
"*01sks*","Kirill Kabanov","(N/A)","F","3942","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*03yip*","Andreas Kaberg","(N/A)","G","3943","FA","28","100","Rachat","0","0","0","-","0%","0%"
"*045zb*","Ondrej Kachyna","(N/A)","D","3944","FA","27","100","Rachat","0","0","0","-","0%","0%"
"*060ga*","Corbin Kaczperski","(N/A)","G","3945","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*03cc0*","Alexander Kadeykin","DET","F","3946","FA","32","100","Rachat","0","0","0","-","0%","0%"
"*04yt4*","Dmitri Kagarlitsky","(N/A)","F","3947","FA","36","100","Rachat","0","0","0","-","0%","0%"
"*0053w*","Alexei Kaigorodov","(N/A)","F","3950","FA","42","100","Rachat","0","0","0","-","0%","0%"
"*005ib*","Rylan Kaip","(N/A)","F","3951","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*06uvp*","Rio Kaiser","(N/A)","D","3952","FA","19","100","Rachat","0","0","0","-","0%","0%"
"*03eta*","Antti Kalapudas","(N/A)","F","3953","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*05x1e*","Yanni Kaldis","EDM","D","3954","FA","30","100","Rachat","0","0","0","-","0%","0%"
"*04n73*","Zane Kalemba","(N/A)","G","3955","FA","40","100","Rachat","0","0","0","-","0%","0%"
"*0057d*","Jon Kalinski","(N/A)","F","3957","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*06619*","Brooklyn Kalmikov","PIT","F","3960","FA","24","100","Rachat","0","0","0","-","0%","0%"
"*04cmw*","Janis Kalnins","(N/A)","G","3961","FA","34","100","Rachat","0","0","0","-","0%","0%"
"*072d9*","Ralfs Kalnins","(N/A)","G","3962","FA","19","100","Rachat","0","0","0","-","0%","0%"
"*003ue*","Petr Kalus","(N/A)","F","3963","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*05x1h*","Dino Kambeitz","VAN","F","3965","FA","25","100","Rachat","0","0","0","-","0%","0%"
"*060v7*","Pavel Kamko","(N/A)","D","3967","FA","21","100","Rachat","0","0","0","-","0%","0%"
"*04ov3*","Maximilian Kammerer","(N/A)","F","3968","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*004mr*","Tomas Kana","(N/A)","F","3970","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*03knl*","Cory Kane","(N/A)","F","3972","FA","35","100","Rachat","0","0","0","-","0%","0%"
"*06643*","Gabriel Kangas","(N/A)","F","3973","FA","22","100","Rachat","0","0","0","-","0%","0%"
"*04z9a*","Iikka Kangasniemi","(N/A)","F","3975","FA","30","100","Rachat","0","0","0","-","0%","0%"
"*003t4*","Petr Kanko","(N/A)","F","3976","FA","41","100","Rachat","0","0","0","-","0%","0%"
"*06kr4*","Matyas Kantner","(N/A)","F","3978","FA","27","100","Rachat","0","0","0","-","0%","0%"
"*03l0y*","Kai Kantola","(N/A)","F","3979","FA","38","100","Rachat","0","0","0","-","0%","0%"
"*02zq8*","Michael Kantor","(N/A)","F","3980","FA","33","100","Rachat","0","0","0","-","0%","0%"
"*031or*","Keegan Kanzig","(N/A)","D","3982","FA","30","100","Rachat","0","0","0","-","0%","0%"
"*05wwc*","Konsta Kapanen","(N/A)","F","3983","FA","22","100","Rachat","0","0","0","-","0%","0%"
"*05vya*","Brennan Kapcheck","(N/A)","D","3984","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*03rrj*","Michael Kapla","(N/A)","D","3985","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*03eaw*","Vaclav Karabacek","(N/A)","F","3988","FA","29","100","Rachat","0","0","0","-","0%","0%"
"*04ffo*","Jiri Karafiat","(N/A)","F","3990","FA","27","100","Rachat","0","0","0","-","0%","0%"
"*060vl*","Adam Karashik","(N/A)","D","3991","FA","27","100","Rachat","0","0","0","-","0%","0%"
"*04ayj*","Andrei Kareyev","(N/A)","G","3992","FA","31","100","Rachat","0","0","0","-","0%","0%"
"*040db*","Tomi Karhunen","(N/A)","G","3993","FA","36","100","Rachat","0","0","0","-","0%","0%"
"*0047p*","Martin Kariya","(N/A)","F","3995","FA","44","100","Rachat","0","0","0","-","0%","0%"
"*03ect*","Miro Karjalainen","(N/A)","D","3996","FA","29","100","Rachat","0","0","0","-","0%","0%"
